Customer_ID_Numeric,Customer_Name,City,State,Region,Last_Purchase,Recency_Days,Num_Orders,Total_Revenue,Total_Profit,Avg_Order_Value,Primary_Category,R_Score,M_Score,Segment
1053,Karen Welch,Des Moines,Iowa,Centre,2023-03-21,651,1,2015.16,652.83,2015.16,Home & Furniture,1,5,High_Value
1054,Brian Horn,Tallahassee,Florida,South,2023-05-18,593,1,84.33,35.08,84.33,Clothing & Apparel,1,1,Lost
1055,Maria Navarro,Dover,Delaware,East,2024-09-01,121,1,1767.04,235.85,1767.04,Electronics,4,5,Champions
1056,Dr. Benjamin Miller,Colorado Springs,Colorado,West,2023-04-29,612,1,320.35,79.45,320.35,Home & Furniture,1,2,Lost
1057,Michele Bennett,Missoula,Montana,West,2023-11-26,401,1,936.24,411.51,936.24,Clothing & Apparel,3,4,Loyal
1058,Kent Wright,Burlington,Vermont,East,2024-11-18,43,1,489.94,144.74,489.94,Home & Furniture,5,3,Potential
1059,Monica Arnold,Nashua,New Hampshire,East,2023-11-27,400,1,226.32,102.48,226.32,Accessories,3,2,At_Risk
1060,Caleb Young,Nashua,New Hampshire,East,2024-12-07,24,1,880.24,74.27,880.24,Electronics,5,4,Champions
1061,James Ibarra,Baltimore,Maryland,East,2023-06-08,572,1,2515.6,315.34,2515.6,Electronics,1,5,High_Value
1062,Stephanie Phillips,Miami,Florida,South,2024-04-04,271,1,102.46,17.49,102.46,Home & Furniture,3,1,At_Risk
1063,David Bray MD,Salem,Oregon,West,2024-03-09,297,1,108.79,32.71,108.79,Accessories,3,1,At_Risk
1064,David Wilson,Fargo,North Dakota,Centre,2023-07-06,544,1,439.04,123.96,439.04,Accessories,1,3,At_Risk
1065,Brenda Garcia,Casper,Wyoming,West,2024-12-03,28,1,399.96,150.12,399.96,Accessories,5,3,Potential
1066,Richard Allen,Rochester,New York,East,2024-06-09,205,1,194.49,51.44,194.49,Clothing & Apparel,4,1,At_Risk
1067,Charles Brown DVM,Santa Fe,New Mexico,West,2024-11-03,58,1,1713.48,265.88,1713.48,Home & Furniture,5,5,Champions
1068,Lisa Gregory,Cincinnati,Ohio,Centre,2023-09-15,473,1,567.3,188.96,567.3,Home & Furniture,2,3,At_Risk
1069,Ashley Avery,Jackson,Mississippi,South,2024-10-06,86,1,303.14,63.69,303.14,Home & Furniture,4,2,Potential
1070,Melvin Estrada,Phoenix,Arizona,West,2024-11-05,56,1,1799.2,293.4,1799.2,Electronics,5,5,Champions
1071,James Baker,Newark,New Jersey,East,2024-12-19,12,2,1203.79,267.95,601.895,Home & Furniture,5,5,Champions
1072,Catherine Parrish,Newark,New Jersey,East,2024-09-13,109,1,754.35,77.98,754.35,Electronics,4,4,Champions
1073,Antonio Bradshaw,Mesa,Arizona,West,2023-11-01,426,1,644.22,202.69,644.22,Clothing & Apparel,2,4,High_Value
1074,Garrett Padilla,St. Paul,Minnesota,Centre,2024-12-16,15,1,1354.17,186.44,1354.17,Home & Furniture,5,5,Champions
1075,Christopher Flores,Cleveland,Ohio,Centre,2024-10-09,83,1,188.9,62.07,188.9,Home & Furniture,4,1,At_Risk
1076,Keith Willis,New Haven,Connecticut,East,2023-10-07,451,1,545.76,53.41,545.76,Electronics,2,3,At_Risk
1077,Anne Clark,Atlanta,Georgia,South,2023-11-16,411,1,118.38,42.65,118.38,Accessories,2,1,Lost
1078,Nicole Taylor,Billings,Montana,West,2024-11-08,53,2,3273.24,496.46,1636.62,Electronics,5,5,Champions
1079,Kevin Howell,Spokane,Washington,West,2023-11-12,415,1,231.33,79.7,231.33,Clothing & Apparel,2,2,Lost
1080,Christopher Thomas,Grand Rapids,Michigan,Centre,2024-08-04,149,1,1009.58,305.63,1009.58,Home & Furniture,4,4,Champions
1081,Dr. Michelle Lee MD,Boston,Massachusetts,East,2024-09-01,121,1,270.9,25.07,270.9,Electronics,4,2,Potential
1082,Jessica Ruiz,Miami,Florida,South,2023-09-15,473,1,159.44,71.74,159.44,Clothing & Apparel,2,1,Lost
1083,Joseph Santiago Jr.,Little Rock,Arkansas,South,2024-09-10,112,1,398.0,128.85,398.0,Clothing & Apparel,4,3,Potential
1084,Nicole Garza,Nashville,Tennessee,South,2024-11-04,57,1,674.67,140.41,674.67,Home & Furniture,5,4,Champions
1085,Jeffrey Davis,Columbia,South Carolina,South,2023-07-30,520,1,422.12,161.12,422.12,Accessories,2,3,At_Risk
1086,Vickie Taylor,San Jose,California,West,2023-06-02,578,1,86.03,27.3,86.03,Accessories,1,1,Lost
1087,Natalie Mann,Kansas City,Missouri,Centre,2024-10-24,68,1,1333.12,147.22,1333.12,Electronics,5,5,Champions
1088,Joshua Nelson,San Diego,California,West,2023-11-05,422,1,1044.53,177.13,1044.53,Electronics,2,4,High_Value
1089,Brittany Johnson,Montpelier,Vermont,East,2023-01-29,702,1,465.4,87.38,465.4,Home & Furniture,1,3,At_Risk
1090,Kimberly Ramirez,Jersey City,New Jersey,East,2023-04-27,614,1,1234.08,143.45,1234.08,Electronics,1,5,High_Value
1091,Kenneth Ross,Provo,Utah,West,2024-02-04,331,1,2117.25,460.91,2117.25,Home & Furniture,3,5,Loyal
1092,Beth Perry,Salem,Oregon,West,2024-05-02,243,1,272.19,69.22,272.19,Home & Furniture,4,2,Potential
1093,Robert Lynch,Newark,New Jersey,East,2023-11-28,399,1,284.02,86.12,284.02,Clothing & Apparel,3,2,At_Risk
1094,Robert Weiss,San Francisco,California,West,2024-06-21,193,1,456.66,157.07,456.66,Home & Furniture,4,3,Potential
1095,Gregory Griffin,Casper,Wyoming,West,2024-10-04,88,1,3726.12,319.83,3726.12,Electronics,4,5,Champions
1096,Nicholas Richards,Aurora,Illinois,Centre,2023-12-23,374,1,240.26,80.38,240.26,Accessories,3,2,At_Risk
1097,Donna Martin,Rochester,New York,East,2023-07-30,520,1,795.75,67.89,795.75,Electronics,2,4,High_Value
1098,Courtney Morales,Kansas City,Missouri,Centre,2024-11-29,32,1,337.09,84.97,337.09,Clothing & Apparel,5,2,Potential
1099,Kerri Meyers,Savannah,Georgia,South,2024-06-30,184,1,274.59,38.76,274.59,Home & Furniture,4,2,Potential
1100,John Robinson,Detroit,Michigan,Centre,2023-08-21,498,1,902.34,112.97,902.34,Electronics,2,4,High_Value
1101,Crystal Douglas,Tuscaloosa,Alabama,South,2024-10-15,77,1,197.12,87.43,197.12,Clothing & Apparel,4,2,Potential
1102,Gary Ramos,Detroit,Michigan,Centre,2024-09-02,120,1,2091.51,391.21,2091.51,Electronics,4,5,Champions
1103,Rachel Reyes,Baton Rouge,Louisiana,South,2023-12-11,386,1,822.56,238.46,822.56,Home & Furniture,3,4,Loyal
1104,Sarah Thompson,Hartford,Connecticut,East,2024-07-13,171,1,151.47,50.84,151.47,Accessories,4,1,At_Risk
1105,Kaitlyn Kane,Tallahassee,Florida,South,2024-08-28,125,1,533.88,231.94,533.88,Accessories,4,3,Potential
1106,Thomas Houston,Worcester,Massachusetts,East,2023-09-05,483,1,1179.03,465.78,1179.03,Clothing & Apparel,2,5,High_Value
1107,Matthew Gordon MD,Wilmington,Delaware,East,2024-05-29,216,1,125.5,21.17,125.5,Electronics,4,1,At_Risk
1108,Kevin Hendricks,Mesa,Arizona,West,2023-02-27,673,1,238.42,70.86,238.42,Home & Furniture,1,2,Lost
1109,Walter Harrison,Augusta,Maine,East,2024-10-17,75,1,661.5,108.68,661.5,Electronics,5,4,Champions
1110,Jose Warner,Mesa,Arizona,West,2023-09-29,459,1,726.12,309.1,726.12,Accessories,2,4,High_Value
1111,Douglas Frazier,Burlington,Vermont,East,2024-12-11,20,1,778.32,137.48,778.32,Electronics,5,4,Champions
1112,Mark Carter,Des Moines,Iowa,Centre,2024-11-09,52,1,1512.09,184.34,1512.09,Electronics,5,5,Champions
1113,Troy Barker,Cedar Rapids,Iowa,Centre,2023-07-04,546,1,1601.28,499.97,1601.28,Home & Furniture,1,5,High_Value
1114,Michael Wilson,Fayetteville,Arkansas,South,2023-02-14,686,1,182.73,72.49,182.73,Accessories,1,1,Lost
1115,Deborah Mccarthy,Little Rock,Arkansas,South,2024-01-01,365,1,414.39,41.92,414.39,Electronics,3,3,Loyal
1116,Andrew Johnson,Mesa,Arizona,West,2023-11-28,399,1,454.88,90.02,454.88,Electronics,3,3,Loyal
1117,Kevin Cummings,Worcester,Massachusetts,East,2023-12-24,373,1,843.76,132.17,843.76,Electronics,3,4,Loyal
1118,Natalie Gordon,Denver,Colorado,West,2023-12-01,396,1,82.98,33.52,82.98,Clothing & Apparel,3,1,At_Risk
1119,Courtney Baker,Reno,Nevada,West,2023-11-14,413,1,313.37,34.58,313.37,Electronics,2,2,Lost
1120,Renee Smith,San Diego,California,West,2024-08-23,130,1,990.68,486.0,990.68,Accessories,4,4,Champions
1121,Jordan Allen,Manchester,New Hampshire,East,2024-05-18,227,1,77.82,26.07,77.82,Clothing & Apparel,4,1,At_Risk
1122,James Hahn,Colorado Springs,Colorado,West,2024-03-30,276,1,1783.14,596.57,1783.14,Home & Furniture,3,5,Loyal
1123,Emily Lang,San Antonio,Texas,South,2024-04-13,262,1,123.62,45.74,123.62,Clothing & Apparel,3,1,At_Risk
1124,Edward Jackson,Salt Lake City,Utah,West,2024-12-04,27,2,1574.47,372.79,787.235,Clothing & Apparel,5,5,Champions
1125,James Jackson,Austin,Texas,South,2023-11-10,417,1,1436.94,140.1,1436.94,Electronics,2,5,High_Value
1126,Nicholas Torres,Tampa,Florida,South,2024-01-23,343,1,390.06,48.93,390.06,Electronics,3,3,Loyal
1127,Jared Dorsey,San Francisco,California,West,2024-06-29,185,1,110.49,9.64,110.49,Electronics,4,1,At_Risk
1128,Charles Ferguson,Glendale,Arizona,West,2024-12-08,23,1,4258.25,475.22,4258.25,Electronics,5,5,Champions
1129,Nicole Lee,Montpelier,Vermont,East,2024-07-07,177,1,220.61,44.94,220.61,Home & Furniture,4,2,Potential
1130,Stephanie Washington,Salem,Oregon,West,2024-09-13,109,1,573.3,222.16,573.3,Clothing & Apparel,4,3,Potential
1131,Ryan Allen,Manchester,New Hampshire,East,2024-11-22,39,1,2057.54,253.8,2057.54,Electronics,5,5,Champions
1132,Preston Hendricks,Springfield,Illinois,Centre,2024-09-04,118,1,2238.94,310.85,2238.94,Electronics,4,5,Champions
1133,Jamie Gallagher,Reno,Nevada,West,2024-10-12,80,1,237.48,57.82,237.48,Accessories,4,2,Potential
1134,Haley Casey,Wilmington,Delaware,East,2023-12-30,367,1,1834.08,231.14,1834.08,Electronics,3,5,Loyal
1135,Richard Thomas,Gulfport,Mississippi,South,2023-03-01,671,1,470.52,157.83,470.52,Home & Furniture,1,3,At_Risk
1136,Cynthia Walker,Chandler,Arizona,West,2024-11-23,38,1,1039.14,185.04,1039.14,Electronics,5,4,Champions
1137,Lisa Becker,Houston,Texas,South,2024-12-05,26,1,3596.0,401.27,3596.0,Electronics,5,5,Champions
1138,Cameron Reeves,Omaha,Nebraska,Centre,2023-07-31,519,1,145.18,52.99,145.18,Accessories,2,1,Lost
1139,Joanna Gross,Lincoln,Nebraska,Centre,2023-04-25,616,1,890.64,112.2,890.64,Electronics,1,4,High_Value
1140,Carlos Bowers,Fargo,North Dakota,Centre,2024-06-28,186,1,317.73,118.06,317.73,Clothing & Apparel,4,2,Potential
1141,Andrew Osborne,Milwaukee,Wisconsin,Centre,2023-10-28,430,1,62.74,14.88,62.74,Clothing & Apparel,2,1,Lost
1142,Manuel Barber,St. Paul,Minnesota,Centre,2023-12-26,371,1,1279.92,546.39,1279.92,Clothing & Apparel,3,5,Loyal
1143,Amanda Garrett,Minneapolis,Minnesota,Centre,2024-01-23,343,1,225.15,74.17,225.15,Home & Furniture,3,2,At_Risk
1144,Wanda Cochran,New Haven,Connecticut,East,2023-08-14,505,1,307.92,49.79,307.92,Home & Furniture,2,2,Lost
1145,Shelley Scott,Milwaukee,Wisconsin,Centre,2024-04-10,265,1,503.48,159.32,503.48,Accessories,3,3,Loyal
1146,Glenn Martinez,Hartford,Connecticut,East,2023-02-07,693,1,800.08,173.59,800.08,Home & Furniture,1,4,High_Value
1147,James Warner,Wichita,Kansas,Centre,2024-08-22,131,1,2995.53,565.23,2995.53,Electronics,4,5,Champions
1148,Angela Hall,Rapid City,South Dakota,Centre,2023-08-14,505,1,934.82,86.07,934.82,Electronics,2,4,High_Value
1149,Hannah Robinson,Phoenix,Arizona,West,2024-12-18,13,1,214.23,43.88,214.23,Accessories,5,2,Potential
1150,Christopher Cross,St. Paul,Minnesota,Centre,2024-11-30,31,1,822.56,182.68,822.56,Clothing & Apparel,5,4,Champions
1151,Jeremiah Moore,Columbia,South Carolina,South,2023-07-29,521,1,1837.41,288.83,1837.41,Electronics,2,5,High_Value
1152,Sandra Cortez,Fargo,North Dakota,Centre,2023-02-26,674,1,172.17,62.45,172.17,Accessories,1,1,Lost
1153,Sarah Miller,San Diego,California,West,2024-09-29,93,1,717.26,205.73,717.26,Clothing & Apparel,4,4,Champions
1154,Kendra Richards,Tampa,Florida,South,2023-06-14,566,1,372.76,114.29,372.76,Home & Furniture,1,3,At_Risk
1155,Jared Mills,Orlando,Florida,South,2024-12-29,2,1,995.5,292.43,995.5,Home & Furniture,5,4,Champions
1156,Jeffrey Marshall,Detroit,Michigan,Centre,2024-12-26,5,1,1037.62,206.23,1037.62,Electronics,5,4,Champions
1157,Tamara Morris,Colorado Springs,Colorado,West,2023-11-24,403,1,213.42,75.76,213.42,Accessories,3,2,At_Risk
1158,Christina Stone,Memphis,Tennessee,South,2024-05-25,220,1,1146.45,416.79,1146.45,Clothing & Apparel,4,5,Champions
1159,Brandon Cabrera DDS,Missoula,Montana,West,2023-02-25,675,1,410.76,186.98,410.76,Accessories,1,3,At_Risk
1160,Terrence Parker,St. Paul,Minnesota,Centre,2023-05-07,604,1,93.02,26.49,93.02,Clothing & Apparel,1,1,Lost
1161,Luis Delgado,Newark,New Jersey,East,2024-08-11,142,1,149.26,62.68,149.26,Clothing & Apparel,4,1,At_Risk
1162,Kimberly Adams,Augusta,Maine,East,2023-11-12,415,1,157.75,23.33,157.75,Electronics,2,1,Lost
1163,Sandra Savage,Columbia,South Carolina,South,2024-11-01,60,1,3256.85,396.15,3256.85,Home & Furniture,5,5,Champions
1164,Annette Faulkner,Chandler,Arizona,West,2023-01-15,716,1,279.62,118.69,279.62,Accessories,1,2,Lost
1165,Michael Delgado,Detroit,Michigan,Centre,2024-01-25,341,1,301.38,33.76,301.38,Electronics,3,2,At_Risk
1166,Brian Weber,Glendale,Arizona,West,2023-10-24,434,1,33.07,8.09,33.07,Clothing & Apparel,2,1,Lost
1167,Catherine Ray,Huntsville,Alabama,South,2024-12-22,9,1,206.85,59.66,206.85,Clothing & Apparel,5,2,Potential
1168,Cory Gordon,Billings,Montana,West,2023-11-18,409,1,2620.56,510.36,2620.56,Electronics,2,5,High_Value
1169,Mr. George Murphy,Cheyenne,Wyoming,West,2023-08-31,488,1,566.1,164.82,566.1,Home & Furniture,2,3,At_Risk
1170,Jason Coleman,Kansas City,Missouri,Centre,2023-12-18,379,1,508.24,41.21,508.24,Electronics,3,3,Loyal
1171,Rebecca Lane,Huntington,West Virginia,South,2023-11-24,403,1,155.6,59.5,155.6,Clothing & Apparel,3,1,At_Risk
1172,Terri Sharp MD,Hartford,Connecticut,East,2023-12-16,381,1,821.17,85.42,821.17,Electronics,3,4,Loyal
1173,William Madden,Atlanta,Georgia,South,2024-11-29,32,1,355.83,77.16,355.83,Clothing & Apparel,5,2,Potential
1174,Tiffany Williams,Topeka,Kansas,Centre,2024-11-28,33,1,1637.06,398.36,1637.06,Home & Furniture,5,5,Champions
1175,Joseph Crawford,Newark,New Jersey,East,2023-03-03,669,1,842.96,245.66,842.96,Clothing & Apparel,1,4,High_Value
1176,Ernest Ray,Savannah,Georgia,South,2024-12-03,28,1,1448.26,257.63,1448.26,Electronics,5,5,Champions
1177,Matthew Williams,Rochester,New York,East,2024-04-18,257,2,2444.71,461.29,1222.355,Clothing & Apparel,3,5,Loyal
1178,Cindy Wagner,Albuquerque,New Mexico,West,2024-05-21,224,1,396.0,100.9,396.0,Accessories,4,3,Potential
1179,Anthony Meyer,Tucson,Arizona,West,2024-06-04,210,1,85.69,31.32,85.69,Clothing & Apparel,4,1,At_Risk
1180,Mr. Roger Arnold PhD,Oklahoma City,Oklahoma,South,2024-11-16,45,1,1541.72,280.85,1541.72,Electronics,5,5,Champions
1181,Tina Bailey DDS,Santa Fe,New Mexico,West,2023-05-06,605,1,462.92,92.44,462.92,Electronics,1,3,At_Risk
1182,Christopher Williams,Wilmington,Delaware,East,2024-01-13,353,1,972.91,227.8,972.91,Home & Furniture,3,4,Loyal
1183,Henry Johnson,Lincoln,Nebraska,Centre,2023-12-29,368,1,158.98,29.26,158.98,Accessories,3,1,At_Risk
1184,Joshua Brown,Philadelphia,Pennsylvania,East,2023-03-30,642,1,739.11,251.72,739.11,Home & Furniture,1,4,High_Value
1185,Becky Warren,Cheyenne,Wyoming,West,2024-01-13,353,1,618.86,184.63,618.86,Home & Furniture,3,3,Loyal
1186,Lisa Blake,Grand Rapids,Michigan,Centre,2024-04-29,246,1,642.93,172.26,642.93,Home & Furniture,4,4,Champions
1187,Bradley Burke,Sacramento,California,West,2023-06-22,558,1,158.77,69.98,158.77,Clothing & Apparel,1,1,Lost
1188,David Smith,Las Vegas,Nevada,West,2024-10-18,74,1,458.64,145.89,458.64,Home & Furniture,5,3,Potential
1189,Crystal Alexander,Philadelphia,Pennsylvania,East,2024-12-07,24,1,439.87,134.93,439.87,Clothing & Apparel,5,3,Potential
1190,Heather Pratt,Santa Fe,New Mexico,West,2023-11-25,402,1,101.5,29.22,101.5,Accessories,3,1,At_Risk
1191,William Thomas DDS,Charleston,West Virginia,South,2023-11-27,400,1,556.6,184.61,556.6,Home & Furniture,3,3,Loyal
1192,Angela Hutchinson,Provo,Utah,West,2024-08-05,148,1,342.01,144.57,342.01,Clothing & Apparel,4,2,Potential
1193,Anna Brown,Nashua,New Hampshire,East,2024-08-29,124,1,733.78,168.37,733.78,Home & Furniture,4,4,Champions
1194,Steven Mcdowell,Augusta,Maine,East,2024-10-25,67,1,1295.34,198.38,1295.34,Home & Furniture,5,5,Champions
1195,Tiffany Schwartz,Philadelphia,Pennsylvania,East,2024-10-17,75,1,92.16,21.47,92.16,Clothing & Apparel,5,1,At_Risk
1196,Matthew Williamson,Cedar Rapids,Iowa,Centre,2024-11-30,31,1,134.91,67.38,134.91,Accessories,5,1,At_Risk
1197,Daniel Montes,Atlanta,Georgia,South,2024-12-13,18,1,400.45,61.11,400.45,Home & Furniture,5,3,Potential
1198,Stephanie Pena,Santa Fe,New Mexico,West,2024-11-27,34,1,893.92,304.91,893.92,Home & Furniture,5,4,Champions
1199,Tracy Atkins,Manchester,New Hampshire,East,2024-08-27,126,1,148.65,41.5,148.65,Accessories,4,1,At_Risk
1200,Christopher Howell,Rapid City,South Dakota,Centre,2023-04-04,637,1,319.6,135.08,319.6,Clothing & Apparel,1,2,Lost
1201,David Johnson,Columbia,South Carolina,South,2023-11-21,406,2,1171.61,273.0,585.805,Accessories,2,5,High_Value
1202,Brianna Wagner,Cedar Rapids,Iowa,Centre,2023-10-07,451,1,590.56,115.17,590.56,Home & Furniture,2,3,At_Risk
1203,Janet Vaughn,New Haven,Connecticut,East,2023-10-17,441,1,554.95,77.34,554.95,Electronics,2,3,At_Risk
1204,Joshua Cowan,Augusta,Maine,East,2023-12-09,388,1,521.66,95.83,521.66,Electronics,3,3,Loyal
1205,Heather Johnson,Cedar Rapids,Iowa,Centre,2023-12-14,383,1,301.32,130.96,301.32,Clothing & Apparel,3,2,At_Risk
1206,Vanessa Dixon,Boston,Massachusetts,East,2024-11-19,42,1,1006.47,101.47,1006.47,Electronics,5,4,Champions
1207,Charles Harrison,Phoenix,Arizona,West,2023-06-19,561,1,959.3,250.87,959.3,Clothing & Apparel,1,4,High_Value
1208,Allison Jackson,Lexington,Kentucky,South,2023-09-30,458,1,909.06,180.02,909.06,Electronics,2,4,High_Value
1209,Jesse Yang,Reno,Nevada,West,2024-11-16,45,1,384.98,172.28,384.98,Clothing & Apparel,5,3,Potential
1210,Sarah Hernandez,Detroit,Michigan,Centre,2023-07-16,534,1,585.82,125.47,585.82,Clothing & Apparel,1,3,At_Risk
1211,Jennifer Casey,Montpelier,Vermont,East,2024-04-21,254,1,148.04,27.93,148.04,Home & Furniture,3,1,At_Risk
1212,Tina Cabrera,Oklahoma City,Oklahoma,South,2023-11-25,402,1,1147.96,438.98,1147.96,Clothing & Apparel,3,5,Loyal
1213,George Beck,Sioux Falls,South Dakota,Centre,2024-08-02,151,1,3985.1,591.73,3985.1,Home & Furniture,4,5,Champions
1214,Veronica Brown,Colorado Springs,Colorado,West,2024-10-31,61,1,1265.46,188.95,1265.46,Electronics,5,5,Champions
1215,Emma Willis,Baltimore,Maryland,East,2023-04-25,616,1,296.66,121.17,296.66,Clothing & Apparel,1,2,Lost
1216,Tracy Wood,Newark,New Jersey,East,2024-08-03,150,1,337.17,64.43,337.17,Accessories,4,2,Potential
1217,Kelly Arnold,Madison,Wisconsin,Centre,2023-06-02,578,1,379.76,99.65,379.76,Clothing & Apparel,1,3,At_Risk
1218,Edwin Black,Oklahoma City,Oklahoma,South,2024-12-02,29,1,664.08,131.35,664.08,Accessories,5,4,Champions
1219,John Miller,Des Moines,Iowa,Centre,2023-12-04,393,1,468.18,142.89,468.18,Home & Furniture,3,3,Loyal
1220,Victoria Ho,Cincinnati,Ohio,Centre,2024-01-28,338,1,822.62,148.99,822.62,Home & Furniture,3,4,Loyal
1221,Julia Lee,Manchester,New Hampshire,East,2024-11-13,48,1,2225.44,745.9,2225.44,Home & Furniture,5,5,Champions
1222,Brenda Williams,St. Paul,Minnesota,Centre,2024-11-04,57,1,494.7,39.6,494.7,Electronics,5,3,Potential
1223,Craig Miller,Philadelphia,Pennsylvania,East,2023-11-20,407,1,1206.45,413.8,1206.45,Clothing & Apparel,2,5,High_Value
1224,Tiffany Kaufman,Nashua,New Hampshire,East,2023-03-26,646,1,134.82,32.16,134.82,Accessories,1,1,Lost
1225,Timothy Patel,Springfield,Illinois,Centre,2024-06-04,210,1,478.17,64.68,478.17,Electronics,4,3,Potential
1226,Betty Powell,Austin,Texas,South,2024-12-01,30,1,214.52,28.99,214.52,Home & Furniture,5,2,Potential
1227,Laura Mccoy,Des Moines,Iowa,Centre,2024-02-26,309,1,266.18,96.88,266.18,Clothing & Apparel,3,2,At_Risk
1228,Natalie Obrien,Rochester,New York,East,2024-04-26,249,1,683.6,216.26,683.6,Clothing & Apparel,3,4,Loyal
1229,Charles Curtis,Minneapolis,Minnesota,Centre,2024-03-17,289,1,481.29,194.17,481.29,Clothing & Apparel,3,3,Loyal
1230,Michele Shaw,Lincoln,Nebraska,Centre,2023-09-20,468,1,717.17,93.2,717.17,Home & Furniture,2,4,High_Value
1231,Cynthia Smith,Miami,Florida,South,2023-12-24,373,1,316.82,69.24,316.82,Accessories,3,2,At_Risk
1232,Jared Miller,Orlando,Florida,South,2024-11-05,56,1,161.05,49.95,161.05,Home & Furniture,5,1,At_Risk
1233,Christopher Walker,Hartford,Connecticut,East,2023-11-19,408,1,640.42,88.81,640.42,Electronics,2,4,High_Value
1234,Sean Brown,Philadelphia,Pennsylvania,East,2024-07-12,172,1,815.41,81.85,815.41,Electronics,4,4,Champions
1235,Michelle Frye,Las Vegas,Nevada,West,2024-05-20,225,1,269.84,94.78,269.84,Accessories,4,2,Potential
1236,Charles White,Boston,Massachusetts,East,2024-09-26,96,1,1959.48,368.84,1959.48,Electronics,4,5,Champions
1237,Christopher Donaldson,Chicago,Illinois,Centre,2023-11-28,399,1,845.56,346.89,845.56,Clothing & Apparel,3,4,Loyal
1238,Dr. Erik Thomas Jr.,Worcester,Massachusetts,East,2024-07-22,162,1,299.68,97.33,299.68,Clothing & Apparel,4,2,Potential
1239,Gregg King,Wilmington,Delaware,East,2023-10-14,444,1,548.62,57.14,548.62,Electronics,2,3,At_Risk
1240,Christina Murray,Fort Wayne,Indiana,Centre,2023-12-02,395,1,327.84,61.98,327.84,Electronics,3,2,At_Risk
1241,Kelly Hansen,Burlington,Vermont,East,2023-06-01,579,1,605.84,163.65,605.84,Home & Furniture,1,3,At_Risk
1242,Mary Mcbride,Rapid City,South Dakota,Centre,2023-10-18,440,1,502.86,40.43,502.86,Electronics,2,3,At_Risk
1243,Ashley White,Fayetteville,Arkansas,South,2024-05-17,228,1,324.78,111.48,324.78,Clothing & Apparel,4,2,Potential
1244,Keith Lewis,Tucson,Arizona,West,2023-10-13,445,1,659.08,57.23,659.08,Electronics,2,4,High_Value
1245,Katherine Lopez,San Francisco,California,West,2024-09-03,119,1,493.03,52.17,493.03,Electronics,4,3,Potential
1246,Steve Brown,Boston,Massachusetts,East,2023-03-13,659,1,220.26,81.04,220.26,Accessories,1,2,Lost
1247,Brian Hurst,Santa Fe,New Mexico,West,2023-12-15,382,1,4287.55,706.18,4287.55,Electronics,3,5,Loyal
1248,Ivan Johnson,Boston,Massachusetts,East,2024-05-01,244,1,375.38,136.66,375.38,Accessories,4,3,Potential
1249,Nicole Johnson,Dover,Delaware,East,2024-01-26,340,2,639.34,129.43,319.67,Clothing & Apparel,3,4,Loyal
1250,Curtis Morgan,Colorado Springs,Colorado,West,2023-11-30,397,1,835.6,202.52,835.6,Clothing & Apparel,3,4,Loyal
1251,Mr. William Kelley MD,Richmond,Virginia,South,2024-07-27,157,1,260.58,58.8,260.58,Clothing & Apparel,4,2,Potential
1252,Erica Hodge,Dover,Delaware,East,2024-06-20,194,1,745.23,80.68,745.23,Electronics,4,4,Champions
1253,Diana Baker,Topeka,Kansas,Centre,2024-09-20,102,1,381.94,71.79,381.94,Home & Furniture,4,3,Potential
1254,Michael Poole,Hartford,Connecticut,East,2024-11-01,60,1,193.93,40.72,193.93,Clothing & Apparel,5,1,At_Risk
1255,Eric Velazquez,Savannah,Georgia,South,2024-11-30,31,1,648.48,240.74,648.48,Clothing & Apparel,5,4,Champions
1256,Brittany Mendez,Cincinnati,Ohio,Centre,2023-12-15,382,1,1950.64,301.7,1950.64,Electronics,3,5,Loyal
1257,Randy Watson,Annapolis,Maryland,East,2023-12-08,389,1,454.33,42.0,454.33,Electronics,3,3,Loyal
1258,Stephanie Kennedy,Annapolis,Maryland,East,2024-04-25,250,1,351.57,109.48,351.57,Clothing & Apparel,3,2,At_Risk
1259,Karen Moody MD,Pittsburgh,Pennsylvania,East,2024-08-22,131,1,883.95,119.26,883.95,Electronics,4,4,Champions
1260,Tara Young MD,Grand Rapids,Michigan,Centre,2023-07-24,526,1,1505.84,460.94,1505.84,Home & Furniture,1,5,High_Value
1261,Johnathan Sparks,Indianapolis,Indiana,Centre,2023-09-27,461,1,118.13,24.27,118.13,Accessories,2,1,Lost
1262,Craig Lowery,Baltimore,Maryland,East,2023-12-16,381,1,790.53,274.48,790.53,Home & Furniture,3,4,Loyal
1263,Kenneth Baker,Boston,Massachusetts,East,2024-08-27,126,1,964.39,169.17,964.39,Home & Furniture,4,4,Champions
1264,John Smith,Manchester,New Hampshire,East,2024-09-13,109,3,548.6800000000001,164.03,182.89333333333332,Accessories,4,3,Potential
1265,Catherine Leon,Houston,Texas,South,2024-11-20,41,1,1041.62,147.69,1041.62,Home & Furniture,5,4,Champions
1266,Carol Johnson,San Jose,California,West,2023-11-26,401,1,791.3,282.08,791.3,Accessories,3,4,Loyal
1267,Jaime Perry,Hartford,Connecticut,East,2024-09-01,121,1,477.74,210.86,477.74,Clothing & Apparel,4,3,Potential
1268,Heather Higgins,Aurora,Illinois,Centre,2024-07-18,166,1,682.26,63.15,682.26,Electronics,4,4,Champions
